market;funding_total_usd;status;country_code;city;funding_rounds;founded_year;seed;venture;equity_crowdfunding;undisclosed;convertible_note;debt_financing;angel;grant;private_equity;product_crowdfunding;round_A;round_B;round_C;round_D;round_E;round_F;round_G;round_H
20;200000;0;112;3255;1;2008;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
206;430000;0;112;1700;2;2014;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
466;325000;0;112;2560;2;2009;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
307;232000100;1;112;3054;6;2006;0;1;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0
200;3300000;0;112;170;3;2007;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
16;50700000;0;112;3265;2;2003;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
642;2240000;0;9;125;1;2003;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
154;11877860;0;39;2797;4;2009;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
200;4615000;0;95;3432;3;2011;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
315;17000000;0;112;3269;1;2012;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
305;25675000;0;112;2784;3;2009;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0
558;600000000;0;112;334;1;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
305;11450000;0;52;1846;2;2010;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
642;1675000;0;112;3276;2;2013;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
414;7500000;1;1;1;4;2009;1;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0
620;32707;0;53;3141;1;2013;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
97;750000;0;81;98;1;2009;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
431;5576096;0;112;2560;3;2007;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
200;5000000;0;112;3265;1;2006;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
658;150000;0;1;1;1;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
560;130000;0;43;167;1;2013;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
154;20000;0;1;1;1;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
589;1825000;0;112;2560;5;2012;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
431;86700000;0;112;2456;4;2009;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0
328;2000000;0;49;2464;1;2010;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
419;4875000;0;112;2560;2;2013;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
154;48000;0;19;3851;1;2013;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
385;260000;0;112;2560;1;2011;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
431;125000;0;112;184;2;2013;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
540;40000;0;112;3265;1;2013;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
425;28000;0;112;3265;1;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;29915001;1;112;2560;7;2006;1;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0
412;750000;0;112;88;1;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
200;1135000;0;112;2560;1;2009;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
431;22500000;0;112;2581;4;2004;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
256;2464160;0;81;98;6;2011;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
256;2900000;0;112;2560;3;2010;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
628;3799671;0;40;2099;3;2009;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
580;2012004;0;40;2099;1;2007;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
703;950000;0;112;838;1;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
740;25065701;0;112;718;2;2008;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
580;3000000;0;112;3265;2;2011;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
278;5000000;0;112;2456;1;2004;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
639;2800000;0;112;3265;1;2006;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20;310000;0;81;98;1;2011;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
507;2300000;0;112;3265;2;2013;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
505;21200000;0;112;417;4;2009;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
611;144860;0;81;98;2;2010;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
431;15000000;0;1;1;1;2009;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
59;1047369;0;112;1703;1;2003;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
642;25000;0;112;3660;1;1991;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
305;9800000;1;52;1;2;1991;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29;65000;0;112;2112;1;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
580;22400000;1;112;3364;3;2005;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
94;7889170;0;40;1062;1;1998;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
717;37000000;0;112;3303;5;2008;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0
59;94000000;0;112;2784;2;2001;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
410;3656710;0;112;1430;1;2010;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
251;335447;0;81;3168;2;2011;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
731;481156;0;112;423;2;2011;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
234;2012750;0;112;3309;1;2012;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
305;14707000;0;112;2560;4;2012;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0
695;900000;0;112;2304;1;2011;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
624;21000000;0;112;807;1;2008;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
690;500000;0;112;3263;1;2007;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
94;963841;0;1;1;1;2012;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
591;150000;0;112;2112;2;2007;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
586;1000000;0;112;3020;1;2013;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
642;19392757;0;112;3265;6;1998;0;1;0;0;0;1;0;0;0;0;1;1;1;1;0;0;0;0
703;50000;0;112;2330;1;2004;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
154;50000;0;1;1;1;2013;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
59;3120192;0;112;2907;1;2005;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
131;10000;0;1;1;1;2013;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
410;3260675;0;40;4115;1;1975;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20;71995394;0;112;2731;5;2004;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0
94;15000000;0;52;3061;5;2009;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
470;352595;0;112;2676;1;2010;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
431;11499293;0;112;2882;7;2007;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
59;121230;0;112;44;1;2004;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
431;508295;0;112;3265;2;2012;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
20;89522;0;60;3377;1;2013;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
150;2500000;0;112;2560;1;2008;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
642;500000;0;1;1;1;2009;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20;4500000;0;112;184;1;2013;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
361;1164000;0;112;2784;2;2009;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
278;450000;0;36;2178;1;2012;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
200;25000;0;112;3250;1;2010;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
201;1633386;0;112;2560;1;2011;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
642;22500000;1;112;3921;1;1997;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
642;17000000;1;112;1251;1;1995;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
348;19479335;0;112;2560;2;2013;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
642;4500000;1;112;141;1;2000;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
642;4700000;0;112;2858;2;2009;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
234;118000;0;112;417;2;2011;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
234;63400000;0;112;2624;5;2009;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0
500;10518674;0;40;2099;4;2007;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0
125;200000;0;112;1689;1;2012;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
179;10201670;0;112;3223;2;2001;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
642;10000000;1;112;3921;1;2001;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
381;32806;0;53;3791;1;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
642;5000000;0;112;3616;2;2012;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
200;28000000;0;49;2464;3;2011;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0
122;7279926;0;112;3385;1;2009;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
59;300000;0;112;183;1;2010;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
597;37230769;0;19;3745;3;2008;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0
642;3800000;0;112;2175;2;2008;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
642;2150000;0;112;1689;2;2012;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
597;12000000;1;52;3014;1;2007;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
376;2379267;0;36;2178;3;2012;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
308;6017616;0;112;2784;3;2011;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
232;37500;0;112;184;1;2005;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
344;7500000;1;112;1424;2;2004;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
591;250000;1;112;2560;1;2010;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
65;34500000;0;112;2560;3;2011;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
703;4768655;0;112;2784;1;2003;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
703;19500000;1;112;1231;2;1999;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
308;2985000;0;112;807;1;2007;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
703;3500000;0;19;3851;1;2002;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
642;3427846;0;40;2099;1;2011;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
546;30000000;0;30;966;1;1998;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
431;154658;0;81;1464;1;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
696;2500000;0;112;3265;1;2006;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
374;30600000;1;112;2808;3;2007;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0
206;600000;0;39;659;1;2008;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20;28000;0;1;1;1;2013;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
200;40000;0;112;3265;1;2011;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
680;48600000;0;112;4093;4;2006;0;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0
200;350000;0;112;170;1;2011;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
642;4325500;0;112;2728;2;2007;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
307;11900000;0;112;1879;2;1997;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
59;151525;0;40;1;1;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
358;28305854;0;112;184;3;1998;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
59;32700000;0;49;695;4;2005;0;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0
653;460000;0;40;1;3;2010;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
587;3000000;1;112;564;1;2009;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
59;250000;0;1;1;1;1999;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
234;13100000;0;40;3501;4;2010;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
59;4735000;0;112;2122;1;1997;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
59;800000;0;112;3426;1;2011;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
703;19299;0;1;1;1;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
642;1100000;0;1;1;1;2007;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
308;11400000;0;112;856;2;1995;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
642;1325000;0;112;2081;3;2005;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
307;4375234;0;112;903;2;2008;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
59;6500000;0;112;2882;1;2005;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
431;80000;0;115;592;1;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
642;1300000;0;112;3391;1;2009;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47;16000000;0;112;417;3;2008;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0
8;3350000;0;112;2676;3;2010;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
59;74000000;0;112;2456;1;2000;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
59;2000000;0;112;3265;1;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
642;12000000;0;112;564;1;2000;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
549;9000000;0;112;3921;3;2005;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
59;99000000;0;112;1640;2;1997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
234;62000000;0;112;3269;3;2012;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0
628;55500;0;45;1622;1;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
642;4140000;0;112;1689;1;1997;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
431;117266;0;36;351;3;2013;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;15000000;0;112;2560;1;2012;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
591;4700000;1;112;2560;2;2000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21;4000;0;1;1;1;2011;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
305;15676394;0;112;3913;3;2010;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0
8;120000;0;112;3265;1;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
431;22022292;0;112;3938;5;2009;0;1;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0
256;104325000;0;112;3054;7;2009;1;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0
307;235000;0;112;1054;2;2011;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
256;180000;0;1;1;1;2004;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
410;4532040;0;53;3428;2;2004;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
59;2900000;0;112;224;2;2010;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
154;250000;0;1;1;1;2007;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
514;50000;0;1;1;1;2013;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
200;95389;0;1;1;1;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
59;42000000;0;112;2304;2;2011;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
242;1534000;0;115;592;3;2009;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
425;12000000;0;112;1231;1;1999;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
256;18000000;0;112;4045;2;2010;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
305;5315541;0;112;385;3;2007;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
642;17000;0;112;3364;1;2011;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
119;7237193;0;112;661;6;2009;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
154;120000;0;112;3289;1;2010;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
151;20000000;0;19;396;3;2009;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
642;24292230;1;112;3660;4;2002;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0
441;28850000;0;112;2113;2;2011;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
583;63000000;1;112;2560;1;1996;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
546;5500000;0;112;2784;2;2012;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
350;100000;0;112;807;1;2011;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
515;18000000;0;112;2907;1;2011;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
200;1925000;0;112;3263;1;2013;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
515;450000;0;112;737;1;2012;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
577;4351345;0;112;3263;1;1965;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
431;641000;0;112;3265;4;2012;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
558;3275000;0;50;1007;1;2012;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
515;15000000;0;112;2560;2;2010;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
551;3556071;0;112;1712;4;2010;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
628;250000;0;1;1;1;2007;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
515;20000;0;112;2907;1;2008;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
305;1462000;0;112;2808;2;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
480;2818181;0;19;553;1;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
703;850000;0;112;1640;1;2013;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
703;9091508;0;1;1;1;1989;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
515;126829;0;112;1366;1;2004;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
515;3000;0;112;4077;1;2013;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
200;1000000;0;72;2319;1;2013;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
642;5704626;0;112;2560;4;2007;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
59;24000000;0;112;3263;1;2009;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
642;6856582;0;112;1271;3;2012;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
75;8000000;0;112;2892;1;1999;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
122;39080;0;30;2013;1;2008;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
653;9000000;0;112;3163;1;2003;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
642;51277712;1;112;2304;4;1996;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
591;8500000;1;112;2581;1;1997;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
234;40000;0;21;3315;1;2009;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
59;29307140;0;40;2201;3;2007;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
642;100061;0;112;1513;1;2008;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
59;8000000;0;52;3061;1;2007;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
59;32693778;0;112;423;3;2000;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
366;32900000;0;19;3745;2;2012;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
703;1242500;0;112;2112;1;2006;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
59;7630000;1;112;856;1;1993;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
59;15000;0;112;1703;1;2007;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
59;1500000;0;112;3364;1;2001;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
59;27228688;0;112;1378;6;2005;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
59;10000000;0;112;3263;1;2012;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
59;19521926;0;101;3567;2;1991;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
154;25000000;0;112;2964;1;2008;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
309;7885002;0;112;2560;4;2007;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0
307;65952;0;1;1;1;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
59;19300000;0;112;116;1;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
59;7029936;0;112;3020;5;2005;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
59;11307429;0;112;519;3;2008;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
307;414041;0;40;438;1;2003;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
308;20000;0;112;3263;1;2013;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
307;8800000;0;112;464;1;2006;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
59;19941400;0;39;2797;3;2007;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
307;6423545;0;112;2652;4;1995;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
308;6751000;0;40;3394;3;2006;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
59;870000;0;101;2136;1;2004;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
305;2369248;0;40;2114;2;2002;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
59;104124067;0;112;2194;5;2002;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
59;27019304;0;112;3364;5;2006;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
305;3208103;0;40;2099;2;2005;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
41;4530000;0;112;2112;3;1999;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
234;4000000;1;112;2858;3;2005;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
518;3500000;1;112;338;2;2012;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
59;2800000;0;19;3851;1;2013;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
59;12921240;0;30;2130;2;2002;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
358;200000;0;112;490;1;2014;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
305;250000;0;112;661;1;2009;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
431;3496096;0;112;3265;1;2012;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
476;5000000;0;112;2858;1;2010;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
558;350000;0;112;3534;1;2014;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
470;345000;0;112;2858;1;2006;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
678;8833000;0;112;564;2;2010;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
642;1050000;0;112;2560;1;2010;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
476;200000;0;112;2552;1;2007;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
702;22500;0;112;2003;1;2009;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
642;1200000;0;112;675;1;2008;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
234;2500000;0;112;669;1;2011;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
642;50000;0;112;2560;1;2014;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
653;7900000;0;112;3265;2;2005;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
